features_profiled,exact_rank_matches,within_5_ranks,within_10_ranks,mean_rank_difference,median_rank_difference,mean_directional_stability,high_consistency_features,moderate_consistency_features,lower_consistency_features
20,2,15,18,4.45,3.0,80.0,11,6,3
